id,order_no,order_date,customer_id,product_id,quantity,unit_price,revenue,profit
197,536591,2025-08-23,1459,1212,2,4.95,9.9,2.97
198,536591,2025-08-23,1459,865,1,1.65,1.65,0.49
199,536591,2025-08-23,1459,2397,12,0.85,10.2,3.06
200,536591,2025-08-23,1459,2304,1,9.95,9.95,2.98
201,536591,2025-08-23,1459,720,1,4.95,4.95,1.73
202,536593,2025-08-23,2895,989,3,4.95,14.85,5.64
203,536597,2025-08-23,3624,2458,4,0.85,3.4,1.43
204,536597,2025-08-23,3624,2245,14,0.19,2.66,1.33
205,536597,2025-08-23,3624,362,5,1.25,6.25,1.88
206,536601,2025-08-24,3518,1359,6,1.85,11.1,2.78
207,536602,2025-08-24,3518,1150,6,1.65,9.9,3.96
208,536605,2025-08-24,891,1028,6,2.95,17.7,5.31
209,536605,2025-08-24,891,214,10,1.25,12.5,3.12
210,536607,2025-08-24,3454,670,3,5.95,17.85,4.46
211,536607,2025-08-24,3454,1114,2,7.95,15.9,7.16
212,536607,2025-08-24,3454,2843,10,1.95,19.5,9.75
213,536610,2025-08-24,3518,1358,6,1.85,11.1,2.78
214,536611,2025-08-24,2200,2835,6,2.55,15.3,6.89
215,536611,2025-08-24,2200,2531,6,2.95,17.7,6.73
216,536612,2025-08-24,3518,2526,6,3.39,20.34,9.15
217,536612,2025-08-24,3518,2502,6,2.1,12.6,5.67
218,536612,2025-08-24,3518,274,6,1.06,6.36,2.42
219,536613,2025-08-24,3521,1346,12,1.25,15.0,4.5
220,536618,2025-08-24,3008,222,24,0.65,15.6,6.24
221,536620,2025-08-24,1159,648,12,0.85,10.2,4.59
222,536620,2025-08-24,1159,265,12,0.85,10.2,3.06
223,536620,2025-08-24,1159,645,12,0.85,10.2,4.59
224,536623,2025-08-24,2099,1158,36,0.42,15.12,4.54
225,536623,2025-08-24,2099,1493,12,1.25,15.0,5.25
226,536623,2025-08-24,2099,612,12,1.25,15.0,5.25
227,536623,2025-08-24,2099,1419,12,2.95,35.4,13.45
228,536623,2025-08-24,2099,816,12,0.42,5.04,1.92
229,536623,2025-08-24,2099,1492,12,1.25,15.0,5.25
230,536623,2025-08-24,2099,526,12,0.42,5.04,2.02
231,536623,2025-08-24,2099,271,12,1.25,15.0,5.7
232,536623,2025-08-24,2099,530,12,0.42,5.04,2.02
233,536623,2025-08-24,2099,818,12,0.42,5.04,2.02
234,536624,2025-08-24,703,1446,8,3.75,30.0,13.5
235,536624,2025-08-24,703,764,12,1.25,15.0,5.25
236,536627,2025-08-24,2136,1501,1,19.95,19.95,6.98
237,536627,2025-08-24,2136,1640,2,8.5,17.0,7.14
238,536628,2025-08-24,3518,2506,6,2.55,15.3,6.89
239,536632,2025-08-24,1314,1213,10,1.25,12.5,4.12
240,536632,2025-08-24,1314,1527,12,1.95,23.4,8.19
241,536632,2025-08-24,1314,716,1,10.95,10.95,3.28
242,536632,2025-08-24,1314,1131,10,1.95,19.5,9.75
243,536632,2025-08-24,1314,1662,6,2.1,12.6,4.79
244,536633,2025-08-24,1646,1185,3,3.35,10.05,4.52
245,536633,2025-08-24,1646,1615,2,0.65,1.3,0.43
246,536633,2025-08-24,1646,1619,2,0.65,1.3,0.43
247,536634,2025-08-24,3640,2513,1,2.1,2.1,0.94
248,536635,2025-08-24,2329,2885,12,2.1,25.2,7.56
249,536635,2025-08-24,2329,1551,4,7.95,31.8,12.72
250,536637,2025-08-24,3640,2389,1,7.95,7.95,3.58
251,536637,2025-08-24,3640,1616,1,0.65,0.65,0.21
252,536637,2025-08-24,3640,1359,2,2.1,4.2,1.05
253,536637,2025-08-24,3640,1511,2,9.95,19.9,8.96
254,536637,2025-08-24,3640,2853,8,1.65,13.2,3.96
255,536638,2025-08-24,2520,854,6,3.75,22.5,8.55
256,536638,2025-08-24,2520,451,12,1.69,20.28,6.08
257,536638,2025-08-24,2520,894,3,4.95,14.85,5.64
258,536638,2025-08-24,2520,2755,12,0.95,11.4,4.79
259,536638,2025-08-24,2520,2436,18,1.45,26.1,10.96
260,536638,2025-08-24,2520,317,12,1.45,17.4,7.83
261,536639,2025-08-24,1784,1358,12,2.1,25.2,6.3
262,536643,2025-08-24,1316,1117,1,4.25,4.25,1.7
263,536643,2025-08-24,1316,2843,2,1.95,3.9,1.95
264,536643,2025-08-24,1316,1360,2,9.95,19.9,5.97
265,536643,2025-08-24,1316,1120,2,4.25,8.5,3.4
266,536663,2025-08-24,2706,1458,20,1.65,33.0,9.9
267,536667,2025-08-24,1882,1162,4,12.75,51.0,15.3
268,536667,2025-08-24,1882,657,6,2.95,17.7,5.31
269,536670,2025-08-24,1882,1205,40,1.45,58.0,26.1
270,536672,2025-08-24,1380,1450,4,3.75,15.0,6.75
271,536674,2025-08-24,2313,2585,2,3.75,7.5,2.25
272,536674,2025-08-24,2313,2663,32,0.65,20.8,8.74
273,536681,2025-08-24,3167,1162,3,12.75,38.25,11.48
274,536681,2025-08-24,3167,562,3,2.55,7.65,2.3
275,536681,2025-08-24,3167,1049,6,1.65,9.9,4.46
276,536681,2025-08-24,3167,561,6,1.65,9.9,2.97
277,536685,2025-08-24,3518,2505,4,6.95,27.8,9.73
278,536690,2025-08-24,3518,2527,6,3.39,20.34,7.73
279,536698,2025-08-24,1944,2876,2,7.95,15.9,4.77
280,536707,2025-08-24,401,983,2,8.5,17.0,5.1
281,536707,2025-08-24,401,1352,2,8.5,17.0,6.46
282,536732,2025-08-24,2063,2774,6,3.75,22.5,8.55
283,536732,2025-08-24,2063,278,12,0.65,7.8,2.96
284,536732,2025-08-24,2063,355,24,0.55,13.2,3.96
285,536733,2025-08-24,2189,2562,12,2.1,25.2,9.58
286,536733,2025-08-24,2189,107,8,1.25,10.0,3.8
287,536733,2025-08-24,2189,867,6,2.95,17.7,5.31
288,536736,2025-08-24,3227,1342,600,0.29,174.0,52.2
289,536739,2025-08-24,1188,903,3,9.95,29.85,11.94
290,536739,2025-08-24,1188,2240,3,5.45,16.35,4.9
291,536741,2025-08-24,524,2421,6,1.25,7.5,3.15
292,536741,2025-08-24,524,2741,12,0.85,10.2,4.28
293,536742,2025-08-24,2946,1247,3,2.1,6.3,2.08
294,536742,2025-08-24,2946,1285,1,1.65,1.65,0.66
295,536742,2025-08-24,2946,1670,3,1.65,4.95,1.88
296,536742,2025-08-24,2946,224,3,1.25,3.75,1.5
297,536742,2025-08-24,2946,1065,1,2.95,2.95,1.12
298,536743,2025-08-24,3592,721,1,4.95,4.95,1.73
299,536743,2025-08-24,3592,1450,1,3.75,3.75,1.69
300,536743,2025-08-24,3592,1467,1,2.1,2.1,0.63
301,536743,2025-08-24,3592,2857,1,2.55,2.55,1.15
302,536743,2025-08-24,3592,1503,2,6.75,13.5,6.08
303,536743,2025-08-24,3592,3031,1,8.95,8.95,4.47
304,536745,2025-08-24,3136,483,4,4.25,17.0,5.95
305,536746,2025-08-24,2686,383,2,5.95,11.9,4.16
306,536746,2025-08-24,2686,1486,2,9.95,19.9,8.96
307,536747,2025-08-24,3494,1358,6,2.1,12.6,3.15
308,536749,2025-08-24,3603,1124,1,2.1,2.1,1.05
309,536749,2025-08-24,3603,108,2,5.95,11.9,3.93
310,536749,2025-08-24,3603,962,1,2.1,2.1,0.8
311,536750,2025-08-24,3518,728,6,1.06,6.36,2.42
312,536750,2025-08-24,3518,2409,12,3.39,40.68,17.09
313,536751,2025-08-24,3518,1358,6,1.85,11.1,2.78
314,536752,2025-08-24,3518,274,6,1.06,6.36,2.42
315,536754,2025-08-24,1352,132,3,1.65,4.95,1.88
316,536754,2025-08-24,1352,2662,1,1.25,1.25,0.62
317,536754,2025-08-24,1352,1675,2,1.25,2.5,0.95
318,536754,2025-08-24,1352,1673,2,1.25,2.5,0.95
319,536754,2025-08-24,1352,753,4,0.65,2.6,1.17
320,536754,2025-08-24,1352,544,10,0.85,8.5,2.55
321,536754,2025-08-24,1352,215,2,3.75,7.5,3.75
322,536754,2025-08-24,1352,1546,5,2.1,10.5,2.62
323,536754,2025-08-24,1352,969,3,0.85,2.55,0.76
324,536762,2025-08-24,2480,848,12,1.65,19.8,5.94
325,536763,2025-08-24,3423,688,36,0.42,15.12,6.8
326,536763,2025-08-24,3423,1427,25,0.42,10.5,4.2
327,536763,2025-08-24,3423,1313,12,1.25,15.0,6.0
328,536769,2025-08-24,3353,1303,8,1.95,15.6,4.68
329,536769,2025-08-24,3353,1105,10,0.85,8.5,4.25
330,536769,2025-08-24,3353,1084,8,1.65,13.2,6.6
331,536777,2025-08-24,2186,2843,20,1.95,39.0,19.5
332,536777,2025-08-24,2186,1639,8,4.25,34.0,10.2
333,536778,2025-08-24,537,1313,12,1.25,15.0,6.0
334,536782,2025-08-24,3344,382,1,12.75,12.75,4.46
335,536782,2025-08-24,3344,1489,12,1.25,15.0,5.25
336,536782,2025-08-24,3344,894,3,4.95,14.85,5.64
337,536783,2025-08-24,1749,2905,18,1.25,22.5,6.75
338,536783,2025-08-24,1749,1192,24,2.95,70.8,21.24
339,536783,2025-08-24,1749,2748,48,1.25,60.0,25.2
340,536783,2025-08-24,1749,2854,24,1.25,30.0,12.6
341,536783,2025-08-24,1749,529,24,0.36,8.64,3.46
342,536784,2025-08-24,1749,1191,12,2.55,30.6,9.18
343,536784,2025-08-24,1749,1381,64,1.65,105.6,40.13
344,536784,2025-08-24,1749,859,48,1.45,69.6,27.84
345,536785,2025-08-24,1749,2713,320,1.45,464.0,208.8
346,536785,2025-08-24,1749,1162,144,10.95,1576.8,473.04
347,536787,2025-08-24,3518,274,6,1.06,6.36,2.42
348,536790,2025-08-24,3518,1473,4,7.65,30.6,10.71
349,536793,2025-08-24,2489,761,4,3.75,15.0,6.0
350,536795,2025-08-24,2124,799,24,0.29,6.96,2.09
351,536796,2025-08-24,2084,1670,1,1.65,1.65,0.63
352,536796,2025-08-24,2084,565,3,1.25,3.75,1.31
353,536796,2025-08-24,2084,1334,3,9.95,29.85,9.85
354,536796,2025-08-24,2084,866,1,1.65,1.65,0.49
355,536796,2025-08-24,2084,1671,1,1.65,1.65,0.63
356,536796,2025-08-24,2084,861,1,1.65,1.65,0.66
357,536796,2025-08-24,2084,308,8,1.69,13.52,5.41
358,536796,2025-08-24,2084,127,1,0.85,0.85,0.42
359,536796,2025-08-24,2084,871,2,2.95,5.9,1.77
360,536796,2025-08-24,2084,2434,1,0.85,0.85,0.36
361,536796,2025-08-24,2084,798,1,0.29,0.29,0.09
362,536798,2025-08-24,3512,1167,5,6.95,34.75,10.42
363,536798,2025-08-24,3512,2389,4,7.95,31.8,14.31
364,536798,2025-08-24,3512,2514,12,2.1,25.2,6.3
365,536798,2025-08-24,3512,2514,12,2.1,25.2,6.3
366,536798,2025-08-24,3512,329,12,1.95,23.4,10.53
367,536799,2025-08-24,3130,1469,2,2.1,4.2,1.6
368,536799,2025-08-24,3130,775,3,1.95,5.85,2.05
369,536799,2025-08-24,3130,1466,2,2.1,4.2,1.26
370,536804,2025-08-24,1091,2297,72,1.06,76.32,29.0
371,536804,2025-08-24,1091,2527,48,3.39,162.72,61.83
372,536804,2025-08-24,1091,1419,6,2.95,17.7,6.73
373,536804,2025-08-24,1091,2713,48,1.69,81.12,36.5
374,536804,2025-08-24,1091,1496,24,3.39,81.36,24.41
375,536805,2025-08-24,1569,2885,24,2.1,50.4,15.12
376,536805,2025-08-24,1569,1295,12,1.25,15.0,4.5
377,536806,2025-08-24,437,690,36,0.42,15.12,6.8
378,536808,2025-08-24,3405,1162,1,12.75,12.75,3.82
379,536808,2025-08-24,3405,1296,8,3.75,30.0,13.5
380,536809,2025-08-24,1904,2745,1824,0.55,1003.2,421.34
381,536811,2025-08-24,1904,1032,69,7.65,527.85,211.14
382,536813,2025-08-24,2129,829,12,0.42,5.04,2.02
383,536819,2025-08-24,695,1350,2,8.5,17.0,6.46
384,536819,2025-08-24,695,355,24,0.55,13.2,3.96
385,536819,2025-08-24,695,206,12,2.95,35.4,13.45
386,536819,2025-08-24,695,1685,12,1.25,15.0,5.7
387,536830,2025-08-24,2836,764,1400,1.06,1484.0,519.4
388,536830,2025-08-24,2836,2536,2880,0.18,518.4,155.52
389,536831,2025-08-24,2377,976,48,3.75,180.0,54.0
390,536832,2025-08-24,2758,2830,2,12.75,25.5,11.48
391,536833,2025-08-24,3758,849,12,1.45,17.4,5.22
392,536833,2025-08-24,3758,1609,6,2.95,17.7,7.08
393,536836,2025-08-24,3714,35,25,0.42,10.5,4.2
394,536836,2025-08-24,3714,254,1,2.95,2.95,1.48
395,536837,2025-08-24,1317,230,5,0.85,4.25,1.7
396,536837,2025-08-24,1317,522,25,0.42,10.5,4.2
397,536837,2025-08-24,1317,2816,6,1.25,7.5,3.0
398,536839,2025-08-24,1771,765,24,0.42,10.08,3.02
399,536839,2025-08-24,1771,531,36,0.42,15.12,6.05
400,536840,2025-08-24,296,983,2,8.5,17.0,5.1
401,536840,2025-08-24,296,1660,12,0.85,10.2,3.57
402,536841,2025-08-24,2456,943,2,8.5,17.0,7.65
403,536841,2025-08-24,2456,861,12,1.65,19.8,7.92
404,536841,2025-08-24,2456,485,4,3.75,15.0,5.25
405,536842,2025-08-24,3334,2378,6,5.45,32.7,9.81
406,536844,2025-08-24,1224,485,4,3.75,15.0,5.25
407,536845,2025-08-24,3590,1028,2,2.95,5.9,1.77
408,536845,2025-08-24,3590,703,1,3.75,3.75,1.69
409,536846,2025-08-24,1440,1029,1,2.95,2.95,0.88
410,536846,2025-08-24,1440,1387,1,2.95,2.95,1.12
411,536846,2025-08-24,1440,896,1,3.75,3.75,1.42
412,536846,2025-08-24,1440,206,3,2.95,8.85,3.36
413,536846,2025-08-24,1440,1639,1,4.25,4.25,1.27
414,536846,2025-08-24,1440,896,1,3.75,3.75,1.42
415,536846,2025-08-24,1440,612,2,1.25,2.5,0.88
416,536846,2025-08-24,1440,746,3,1.25,3.75,1.42
417,536848,2025-08-25,697,774,100,1.65,165.0,57.75
418,536851,2025-08-25,435,484,56,1.65,92.4,32.34
419,536852,2025-08-25,256,1273,24,0.42,10.08,3.02
420,536856,2025-08-25,680,2467,12,0.85,10.2,3.88
421,536856,2025-08-25,680,1348,4,9.95,39.8,13.93
422,536856,2025-08-25,680,2536,48,0.29,13.92,4.18
423,536856,2025-08-25,680,1347,12,1.45,17.4,5.22
424,536856,2025-08-25,680,1466,6,2.1,12.6,3.78
425,536856,2025-08-25,680,1639,8,4.25,34.0,10.2
426,536857,2025-08-25,2921,2820,5,1.25,6.25,2.5
427,536857,2025-08-25,2921,2822,3,1.25,3.75,1.5
428,536858,2025-08-25,773,107,16,1.25,20.0,7.6
429,536859,2025-08-25,359,1552,1,7.95,7.95,3.18
430,536859,2025-08-25,359,2856,2,2.95,5.9,2.48
431,536859,2025-08-25,359,868,4,2.95,11.8,3.54
432,536859,2025-08-25,359,1310,4,2.55,10.2,3.57
433,536861,2025-08-25,62,420,12,1.65,19.8,5.94
434,536861,2025-08-25,62,1054,6,2.55,15.3,5.81
435,536863,2025-08-25,3595,1478,1,1.25,1.25,0.5
436,536863,2025-08-25,3595,1,1,0.85,0.85,0.26
437,536874,2025-08-25,2926,1575,1,2.1,2.1,0.52
438,536874,2025-08-25,2926,1644,6,0.85,5.1,2.04
439,536874,2025-08-25,2926,931,1,0.42,0.42,0.19
440,536874,2025-08-25,2926,641,2,2.55,5.1,2.04
441,536874,2025-08-25,2926,1659,1,1.45,1.45,0.44
442,536938,2025-08-25,1505,1548,36,4.25,153.0,58.14
443,536938,2025-08-25,1505,2772,24,3.75,90.0,34.2
